img,parish_all,parish_rem
LMSMPS502170039,1,1
LMSMPS502170043,1,1
LMSMPS502170046,1,1
LMSMPS502170049,1,1
LMSMPS502170052,1,1
LMSMPS502180005,1,0
LMSMPS502180006,0,0
LMSMPS502180009,1,1
LMSMPS502180012,1,1
LMSMPS502180014,1,1
LMSMPS502180016,1,1
LMSMPS502180019,1,1
LMSMPS502200002,1,1
LMSMPS502210011,0,0
LMSMPS502210012,0,0
LMSMPS502210013,0,0
LMSMPS502210014,0,0
LMSMPS502210015,0,0
LMSMPS502210016,0,0
LMSMPS502210017,1,1
LMSMPS502210020,1,1
LMSMPS502210023,1,1
LMSMPS502210038,0,0
LMSMPS502220047,0,0
LMSMPS502220049,0,0
LMSMPS502220050,0,0
LMSMPS502220056,0,0
LMSMPS502220058,0,0
LMSMPS502220060,0,0
LMSMPS502220064,0,0
LMSMPS502220067,0,0
LMSMPS502220070,0,0
LMSMPS502220072,0,0
LMSMPS502220073,0,0
LMSMPS502220074,0,0
LMSMPS502220077,0,0
LMSMPS502220079,0,0
LMSMPS502220081,0,0
LMSMPS502220090,0,0
LMSMPS502220092,0,0
LMSMPS502220094,0,0
LMSMPS502220096,0,0
LMSMPS502220098,0,0
LMSMPS502220100,1,1
LMSMPS502220103,1,1
LMSMPS502220106,1,1
LMSMPS502220109,1,1
LMSMPS502220111,1,1
LMSMPS502220113,1,1
LMSMPS502220116,1,1
LMSMPS502220120,1,1
LMSMPS502220121,1,1
LMSMPS502220123,1,1
LMSMPS502220126,1,1
LMSMPS502220129,1,1
LMSMPS502220132,1,1
LMSMPS502220135,1,1
LMSMPS502220180,0,0
LMSMPS502220183,1,0
LMSMPS502220204,1,0
LMSMPS502230008,1,1
LMSMPS502240019,0,0
LMSMPS502240021,0,0
LMSMPS502240023,0,0
LMSMPS502240025,0,0
LMSMPS502240027,0,0
LMSMPS502240029,0,0
LMSMPS502240031,0,0
LMSMPS502240033,0,0
LMSMPS502240035,0,0
LMSMPS502240037,0,0
LMSMPS502240040,0,0
LMSMPS502240042,0,0
LMSMPS502240044,0,0
LMSMPS502240046,0,0
LMSMPS502240048,0,0
LMSMPS502240050,0,0
LMSMPS502240052,0,0
LMSMPS502240054,0,0
LMSMPS502240056,0,0
LMSMPS502240057,1,1
LMSMPS502240060,0,0
LMSMPS502240062,0,0
LMSMPS502240064,0,0
LMSMPS502240068,0,0
LMSMPS502240069,0,0
LMSMPS502240070,0,0
LMSMPS502240072,0,0
LMSMPS502240073,0,0
LMSMPS502240074,1,1
LMSMPS502240077,1,1
LMSMPS502240079,1,1
LMSMPS502240083,1,1
LMSMPS502240086,1,1
LMSMPS502240089,1,1
LMSMPS502240091,1,1
LMSMPS502240093,1,1
LMSMPS502240094,1,1
LMSMPS502240096,1,1
LMSMPS502240099,1,1
LMSMPS502240100,1,1
LMSMPS502240103,1,1
LMSMPS502250004,0,0
LMSMPS502250005,0,0
LMSMPS502250006,0,0
LMSMPS502250008,0,0
LMSMPS502250010,0,0
LMSMPS502250013,0,0
LMSMPS502260015,0,0
LMSMPS502260016,0,0
LMSMPS502260018,0,0
LMSMPS502260020,1,0
LMSMPS502260021,0,0
LMSMPS502260022,0,0
LMSMPS502260024,0,0
LMSMPS502260025,0,0
LMSMPS502260028,0,0
LMSMPS502260029,1,0
LMSMPS502260030,0,0
LMSMPS502260032,0,0
LMSMPS502260033,0,0
LMSMPS502260035,0,0
LMSMPS502260038,0,0
LMSMPS502260039,0,0
LMSMPS502260041,1,1
LMSMPS502260042,1,1
LMSMPS502260046,1,1
LMSMPS502260047,1,1
LMSMPS502260051,1,1
LMSMPS502260054,1,1
LMSMPS502260055,1,1
LMSMPS502260058,1,1
LMSMPS502260079,1,1
LMSMPS502270012,0,0
LMSMPS502270014,0,0
LMSMPS502270017,0,0
LMSMPS502280008,0,0
LMSMPS502280010,0,0
LMSMPS502280012,0,0
LMSMPS502280014,1,1
LMSMPS502280017,1,1
LMSMPS502280046,0,0
LMSMPS502300010,0,0
LMSMPS502300011,0,0
LMSMPS502300012,0,0
LMSMPS502300014,0,0
LMSMPS502300016,0,0
LMSMPS502300017,0,0
LMSMPS502300019,0,0
LMSMPS502300022,0,0
LMSMPS502300024,0,0
LMSMPS502300026,0,0
LMSMPS502300027,1,1
LMSMPS502300030,1,1
LMSMPS502300033,1,1
LMSMPS502300034,1,1
LMSMPS502300039,1,1
LMSMPS502300042,1,1
LMSMPS502300045,1,1
LMSMPS502310009,0,0
LMSMPS502310010,0,0
LMSMPS502310011,0,0
LMSMPS502310012,0,0
LMSMPS502310013,0,0
LMSMPS502310014,0,0
LMSMPS502310015,0,0
LMSMPS502310016,0,0
LMSMPS502310017,0,0
LMSMPS502310018,0,0
LMSMPS502310020,0,0
LMSMPS502310022,1,1
LMSMPS502310025,1,1
LMSMPS502310028,1,1
LMSMPS502310031,1,1
LMSMPS502310034,1,1
LMSMPS502310037,1,1
LMSMPS502320005,0,0
LMSMPS502320006,0,0
LMSMPS502320010,0,0
LMSMPS502320014,0,0
LMSMPS502320016,0,0
LMSMPS502320018,0,0
LMSMPS502320020,0,0
LMSMPS502320021,0,0
LMSMPS502320023,0,0
LMSMPS502320025,1,1
LMSMPS502320028,1,1
LMSMPS502320031,1,1
LMSMPS502320034,1,1
LMSMPS502320037,1,1
LMSMPS502320042,1,1
LMSMPS502320044,1,1
LMSMPS502320046,1,1
LMSMPS502320050,1,1
LMSMPS502320053,1,1
LMSMPS502320055,1,1
LMSMPS502320057,1,1
LMSMPS502320060,1,1
LMSMPS502320063,1,1
LMSMPS502330003,0,0
LMSMPS502330004,0,0
LMSMPS502330007,0,0
LMSMPS502330011,0,0
LMSMPS502330013,1,1
LMSMPS502330015,1,1
LMSMPS502330017,1,1
LMSMPS502330019,1,1
LMSMPS502340014,0,0
LMSMPS502340015,0,0
LMSMPS502340019,0,0
LMSMPS502340022,0,0
LMSMPS502340023,0,0
LMSMPS502340031,0,0
LMSMPS502340032,0,0
LMSMPS502340033,0,0
LMSMPS502340034,0,0
LMSMPS502340037,0,0
LMSMPS502340039,0,0
LMSMPS502340041,0,0
LMSMPS502340042,0,0
LMSMPS502340044,0,0
LMSMPS502340046,0,0
LMSMPS502340051,1,1
LMSMPS502340052,1,1
LMSMPS502340053,1,1
LMSMPS502340056,1,1
LMSMPS502340059,1,1
LMSMPS502340062,1,1
LMSMPS502340065,1,1
LMSMPS502340068,1,1
LMSMPS502340073,1,1
LMSMPS502340075,1,1
LMSMPS502340078,0,0
LMSMPS502350012,0,0
LMSMPS502350016,1,0
LMSMPS502350017,1,1
LMSMPS502350020,1,1
LMSMPS502350023,1,1
LMSMPS502350027,1,1
LMSMPS502360015,0,0
LMSMPS502360016,0,0
LMSMPS502360018,0,0
LMSMPS502360019,0,0
LMSMPS502360020,0,0
LMSMPS502360023,0,0
LMSMPS502360025,0,0
LMSMPS502360027,0,0
LMSMPS502360029,0,0
LMSMPS502360031,0,0
LMSMPS502360033,0,0
LMSMPS502360035,0,0
LMSMPS502360037,0,0
LMSMPS502360039,0,0
LMSMPS502370012,1,0
LMSMPS502370013,1,0
LMSMPS502370014,0,0
LMSMPS502370015,0,0
LMSMPS502370017,0,0
LMSMPS502370018,0,0
LMSMPS502370020,0,0
LMSMPS502370022,0,0
LMSMPS502370024,0,0
LMSMPS502370026,1,1
LMSMPS502370029,1,1
LMSMPS502370032,1,1
LMSMPS502380026,0,0
LMSMPS502380028,0,0
LMSMPS502380030,0,0
LMSMPS502380035,1,0
LMSMPS502380037,0,0
LMSMPS502380041,1,0
LMSMPS502380045,1,0
LMSMPS502380048,0,0
LMSMPS502380052,0,0
LMSMPS502380053,0,0
LMSMPS502380054,0,0
LMSMPS502380055,0,0
LMSMPS502380057,1,1
LMSMPS502380060,1,1
LMSMPS502380063,1,1
LMSMPS502380065,1,1
LMSMPS502400025,1,0
LMSMPS502400026,0,0
LMSMPS502400027,0,0
LMSMPS502400028,1,0
LMSMPS502400030,0,0
LMSMPS502400031,0,0
LMSMPS502400032,0,0
LMSMPS502400034,0,0
LMSMPS502400035,1,0
LMSMPS502400036,0,0
LMSMPS502400037,0,0
LMSMPS502400038,0,0
LMSMPS502400041,1,1
LMSMPS502400043,1,1
LMSMPS502400046,1,1
LMSMPS502400048,1,1
LMSMPS502400051,1,1
LMSMPS502400054,1,1
LMSMPS502400058,1,1
LMSMPS502400061,1,1
LMSMPS502400064,1,1
LMSMPS502400067,1,1
LMSMPS502400070,1,1
LMSMPS502400073,1,1
LMSMPS502400076,1,1
LMSMPS502400079,1,1
LMSMPS502400081,1,1
LMSMPS502400084,1,1
LMSMPS502400088,1,1
LMSMPS502400092,1,1
LMSMPS502410024,0,0
LMSMPS502410026,0,0
LMSMPS502410030,0,0
LMSMPS502410033,0,0
LMSMPS502410038,0,0
LMSMPS502410039,0,0
LMSMPS502410042,1,1
LMSMPS502410097,0,0
LMSMPS502410112,0,0
LMSMPS502410118,1,1
LMSMPS502410121,1,1
LMSMPS502420007,1,0
LMSMPS502420009,1,1
LMSMPS502420012,1,1
LMSMPS502420015,1,1
LMSMPS502430010,0,0
LMSMPS502430012,0,0
LMSMPS502430013,0,0
LMSMPS502430015,0,0
LMSMPS502430016,0,0
LMSMPS502430018,0,0
LMSMPS502430019,0,0
LMSMPS502430020,0,0
LMSMPS502430024,0,0
LMSMPS502430028,0,0
LMSMPS502430031,1,0
LMSMPS502430035,1,1
LMSMPS502430040,1,1
LMSMPS502430045,1,1
LMSMPS502430050,1,1
LMSMPS502430063,0,0
LMSMPS502440017,0,0
LMSMPS502440020,0,0
LMSMPS502440021,0,0
LMSMPS502440023,0,0
LMSMPS502440025,1,0
LMSMPS502440028,0,0
LMSMPS502440032,0,0
LMSMPS502440034,0,0
LMSMPS502440036,1,0
LMSMPS502440038,0,0
LMSMPS502440042,1,1
LMSMPS502440047,1,1
LMSMPS502440056,1,1
LMSMPS502440061,1,1
LMSMPS502440066,1,1
LMSMPS502440134,0,0
LMSMPS502440138,0,0
LMSMPS502440140,0,0
LMSMPS502440144,0,0
LMSMPS502440146,0,0
LMSMPS502440149,0,0
LMSMPS502440153,0,0
LMSMPS502440157,1,1
LMSMPS502440160,1,1
LMSMPS502440162,1,1
LMSMPS502440164,1,1
LMSMPS502440170,1,1
LMSMPS502440179,1,1
LMSMPS502450025,0,0
LMSMPS502450026,1,1
LMSMPS502450031,1,1
LMSMPS502450036,1,1
LMSMPS502450040,1,1
LMSMPS502450044,1,1
LMSMPS502470017,0,0
LMSMPS502470019,0,0
LMSMPS502470022,0,0
LMSMPS502470025,0,0
LMSMPS502470026,0,0
LMSMPS502470028,0,0
LMSMPS502470030,1,1
LMSMPS502470034,1,1
LMSMPS502470036,1,1
LMSMPS502470037,1,1
LMSMPS502480022,0,0
LMSMPS502480023,0,0
LMSMPS502480026,0,0
LMSMPS502480028,0,0
LMSMPS502480030,0,0
LMSMPS502480035,1,1
LMSMPS502480039,1,1
LMSMPS502480041,1,1
LMSMPS502480047,1,1
LMSMPS502480050,1,1
LMSMPS502480053,1,1
LMSMPS502480079,0,0
LMSMPS502480080,0,0
LMSMPS502480081,0,0
LMSMPS502480082,1,1
LMSMPS502480085,1,1
LMSMPS502480087,1,1
LMSMPS502480092,1,1
LMSMPS502480094,1,1
LMSMPS502480097,1,1
LMSMPS502480104,1,1
LMSMPS502490011,0,0
LMSMPS502490014,0,0
LMSMPS502490016,0,0
LMSMPS502490018,0,0
LMSMPS502490019,0,0
LMSMPS502490020,0,0
LMSMPS502490021,0,0
LMSMPS502490022,0,0
LMSMPS502490023,0,0
LMSMPS502490024,0,0
LMSMPS502490025,1,1
LMSMPS502490028,1,1
LMSMPS502490032,1,1
LMSMPS502490034,1,1
LMSMPS502490037,1,1
LMSMPS502490040,1,1
LMSMPS502490042,1,1
LMSMPS502490045,1,1
LMSMPS502490048,1,1
LMSMPS502490049,1,1
LMSMPS502490051,1,0
LMSMPS502520006,0,0
LMSMPS502560002,0,0
LMSMPS502600016,0,0
LMSMPS502610007,0,0
LMSMPS502610008,0,0
LMSMPS502610009,1,0
LMSMPS502610011,0,0
LMSMPS502610012,1,1
LMSMPS502630034,0,0
LMSMPS502630040,0,0
LMSMPS502630042,0,0
LMSMPS502630044,0,0
LMSMPS502630047,0,0
LMSMPS502630051,0,0
LMSMPS502630052,0,0
LMSMPS502630054,0,0
LMSMPS502670025,0,0
LMSMPS502670027,0,0
LMSMPS502670029,0,0
LMSMPS502670030,0,0
LMSMPS502670032,0,0
LMSMPS502670033,0,0
LMSMPS502670034,0,0
LMSMPS502670035,0,0
LMSMPS502670036,0,0
LMSMPS502670038,0,0
LMSMPS502670040,0,0
LMSMPS502670042,0,0
LMSMPS502670044,0,0
LMSMPS502670046,0,0
LMSMPS502670048,0,0
LMSMPS502670050,0,0
LMSMPS502670052,0,0
LMSMPS502670055,0,0
LMSMPS502670058,0,0
LMSMPS502670060,1,1
LMSMPS502670063,1,1
LMSMPS502670066,1,1
LMSMPS502670068,1,1
LMSMPS502670071,1,1
LMSMPS502670075,1,1
LMSMPS502670078,1,1
LMSMPS502670079,1,1
LMSMPS502670081,1,1
LMSMPS502670140,0,0
LMSMPS502680015,0,0
LMSMPS502680017,0,0
LMSMPS502680018,0,0
LMSMPS502680019,0,0
LMSMPS502680021,0,0
LMSMPS502680022,0,0
LMSMPS502680024,0,0
LMSMPS502680026,0,0
LMSMPS502680027,1,1
LMSMPS502680029,1,1
LMSMPS502680033,1,1
LMSMPS502680036,1,1
LMSMPS502680043,0,0
LMSMPS502690023,0,0
LMSMPS502690024,0,0
LMSMPS502690026,0,0
LMSMPS502690028,0,0
LMSMPS502690031,0,0
LMSMPS502690032,0,0
LMSMPS502690033,0,0
LMSMPS502690034,0,0
LMSMPS502690035,0,0
LMSMPS502690036,0,0
LMSMPS502690038,0,0
LMSMPS502690039,0,0
LMSMPS502690040,0,0
LMSMPS502690041,0,0
LMSMPS502690042,0,0
LMSMPS502690043,0,0
LMSMPS502690048,0,0
LMSMPS502690050,0,0
LMSMPS502690054,0,0
LMSMPS502690056,0,0
LMSMPS502690059,0,0
LMSMPS502690066,0,0
LMSMPS502690072,1,1
LMSMPS502690076,1,1
LMSMPS502700004,0,0
LMSMPS502700054,0,0
LMSMPS502700055,0,0
LMSMPS502700057,0,0
LMSMPS502700058,0,0
LMSMPS502700059,0,0
LMSMPS502700060,0,0
LMSMPS502700062,0,0
LMSMPS502700063,0,0
LMSMPS502700064,0,0
LMSMPS502700065,0,0
LMSMPS502700066,0,0
LMSMPS502700067,0,0
LMSMPS502700068,0,0
LMSMPS502700069,0,0
LMSMPS502700070,0,0
LMSMPS502700071,0,0
LMSMPS502700073,0,0
LMSMPS502700075,0,0
LMSMPS502700077,0,0
LMSMPS502700080,1,1
LMSMPS502700085,0,0
LMSMPS502700088,0,0
LMSMPS502700091,0,0
LMSMPS502700093,0,0
LMSMPS502700096,0,0
LMSMPS502700099,0,0
LMSMPS502700101,1,1
LMSMPS502700103,1,1
LMSMPS502700105,1,1
LMSMPS502700110,1,1
LMSMPS502700113,1,1
LMSMPS502700116,1,1
LMSMPS502700119,1,1
LMSMPS502700120,1,1
LMSMPS502700123,1,1
LMSMPS502700125,1,1
LMSMPS502720006,0,0
LMSMPS502730002,0,0
LMSMPS502730003,0,0
LMSMPS502740024,0,0
LMSMPS502740028,0,0
LMSMPS502740030,0,0
LMSMPS502740031,0,0
LMSMPS502740032,0,0
LMSMPS502740033,0,0
LMSMPS502740034,0,0
LMSMPS502740035,1,1
LMSMPS502740068,0,0
LMSMPS502740069,0,0
LMSMPS502740074,1,0
LMSMPS502740076,0,0
LMSMPS502740077,0,0
LMSMPS502740078,1,1
LMSMPS502740081,1,1
LMSMPS502740084,1,1
LMSMPS502740089,1,1
LMSMPS502740092,1,1
LMSMPS502740093,1,1
LMSMPS502740095,1,1
LMSMPS502740099,1,1
LMSMPS502750003,1,0
LMSMPS502750009,1,1
LMSMPS502750040,0,0
LMSMPS502760002,0,0
LMSMPS502770024,0,0
LMSMPS502770026,0,0
LMSMPS502770028,0,0
LMSMPS502770029,0,0
LMSMPS502770030,0,0
LMSMPS502770031,0,0
LMSMPS502770033,0,0
LMSMPS502770035,1,1
LMSMPS502770037,1,1
LMSMPS502770043,1,1
LMSMPS502780001,0,0
LMSMPS502780002,0,0
LMSMPS502780003,0,0
LMSMPS502780005,0,0
LMSMPS502780007,1,1
LMSMPS502780010,1,1
LMSMPS502780012,1,1
LMSMPS502780014,1,1
LMSMPS502780017,1,1
LMSMPS502780020,1,1
LMSMPS502780022,1,1
LMSMPS502780025,1,1
LMSMPS502780028,1,1
LMSMPS502780031,1,1
LMSMPS502780034,1,1
LMSMPS502780035,1,1
LMSMPS502780039,1,1
LMSMPS502810002,0,0
LMSMPS502820006,0,0
LMSMPS502820007,0,0
LMSMPS502820008,0,0
LMSMPS502820009,0,0
LMSMPS502820010,0,0
LMSMPS502820012,0,0
LMSMPS502820016,0,0
LMSMPS502820018,0,0
LMSMPS502820019,0,0
LMSMPS502820020,0,0
LMSMPS502820021,0,0
LMSMPS502820022,0,0
LMSMPS502820024,0,0
LMSMPS502820025,1,1
LMSMPS502820028,1,1
LMSMPS502820031,1,1
LMSMPS502820032,1,1
LMSMPS502820034,1,1
LMSMPS502820037,1,1
LMSMPS502820038,1,1
LMSMPS502820040,1,1
LMSMPS502820044,1,1
LMSMPS502820046,1,1
LMSMPS502820048,1,1
LMSMPS502820052,1,1
LMSMPS502830018,0,0
LMSMPS502830020,0,0
LMSMPS502830021,0,0
LMSMPS502830022,0,0
LMSMPS502830025,0,0
LMSMPS502830026,0,0
LMSMPS502830027,0,0
LMSMPS502830028,0,0
LMSMPS502830029,0,0
LMSMPS502830030,0,0
LMSMPS502830031,0,0
LMSMPS502830033,0,0
LMSMPS502830038,1,1
LMSMPS502830041,1,1
LMSMPS502830043,1,1
LMSMPS502840026,0,0
LMSMPS502840027,0,0
LMSMPS502840030,0,0
LMSMPS502840032,0,0
LMSMPS502840033,0,0
LMSMPS502840034,0,0
LMSMPS502840035,0,0
LMSMPS502840037,0,0
LMSMPS502840039,0,0
LMSMPS502840041,0,0
LMSMPS502840042,0,0
LMSMPS502840045,0,0
LMSMPS502840046,0,0
LMSMPS502840048,1,1
LMSMPS502840052,1,1
LMSMPS502840055,1,1
LMSMPS502840058,1,1
LMSMPS502840061,1,1
LMSMPS502840064,1,1
LMSMPS502850013,0,0
LMSMPS502850016,0,0
LMSMPS502850017,0,0
LMSMPS502850018,0,0
LMSMPS502850019,0,0
LMSMPS502850021,0,0
LMSMPS502850023,0,0
LMSMPS502850025,0,0
LMSMPS502850027,0,0
LMSMPS502850031,0,0
LMSMPS502850037,1,1
LMSMPS502850040,1,1
LMSMPS502850043,1,1
LMSMPS502850046,1,1
LMSMPS502850049,1,1
LMSMPS502850052,1,1
LMSMPS502850055,1,1
LMSMPS502850057,1,1
LMSMPS502860036,0,0
LMSMPS502860037,0,0
LMSMPS502860039,0,0
LMSMPS502860042,0,0
LMSMPS502860043,0,0
LMSMPS502860044,0,0
LMSMPS502860046,0,0
LMSMPS502860047,0,0
LMSMPS502860048,0,0
LMSMPS502860049,0,0
LMSMPS502860051,0,0
LMSMPS502860053,0,0
LMSMPS502860056,0,0
LMSMPS502860059,0,0
LMSMPS502860060,0,0
LMSMPS502860065,0,0
LMSMPS502860067,1,1
LMSMPS502860070,1,1
LMSMPS502860074,1,1
LMSMPS502860078,1,1
LMSMPS502860081,1,1
LMSMPS502860084,1,1
LMSMPS502860087,1,1
LMSMPS502860090,1,1
LMSMPS502860093,1,1
LMSMPS502860094,1,1
LMSMPS502860095,1,1
LMSMPS502870021,0,0
LMSMPS502870022,0,0
LMSMPS502870023,0,0
LMSMPS502870025,0,0
LMSMPS502870026,0,0
LMSMPS502870027,0,0
LMSMPS502870029,0,0
LMSMPS502870034,0,0
LMSMPS502870037,0,0
LMSMPS502870039,0,0
LMSMPS502870040,0,0
LMSMPS502870043,0,0
LMSMPS502870044,1,1
LMSMPS502870047,1,1
LMSMPS502870050,1,1
LMSMPS502870053,1,1
LMSMPS502870055,1,1
LMSMPS502870058,1,1
LMSMPS502870061,1,1
LMSMPS502870093,0,0
LMSMPS502880010,0,0
LMSMPS502880014,0,0
LMSMPS502880016,0,0
LMSMPS502880020,0,0
LMSMPS502880021,0,0
LMSMPS502880022,1,1
LMSMPS502880025,1,1
LMSMPS502880028,1,1
LMSMPS502880031,1,1
LMSMPS502880034,1,1
LMSMPS502880038,1,1
LMSMPS502880041,1,1
LMSMPS502880044,1,1
LMSMPS502880047,1,1
LMSMPS502880050,1,1
LMSMPS502880051,1,1
LMSMPS502880053,1,1
LMSMPS502880054,1,1
LMSMPS502880056,1,1
LMSMPS502880059,1,1
LMSMPS502880060,1,1
LMSMPS502890009,0,0
LMSMPS502890010,0,0
LMSMPS502890011,0,0
LMSMPS502890012,0,0
LMSMPS502890013,0,0
LMSMPS502890016,1,1
LMSMPS502890020,1,1
LMSMPS502890022,1,1
LMSMPS502890025,1,1
LMSMPS502890027,1,1
LMSMPS502890045,0,0
LMSMPS502910024,0,0
LMSMPS502910025,0,0
LMSMPS502910026,0,0
LMSMPS502910027,0,0
LMSMPS502910029,0,0
LMSMPS502910031,0,0
LMSMPS502910035,0,0
LMSMPS502910038,0,0
LMSMPS502910045,1,1
LMSMPS502910048,1,1
LMSMPS502910049,1,1
LMSMPS502910050,1,1
LMSMPS502910053,1,1
LMSMPS502910055,1,1
LMSMPS502910058,0,0
LMSMPS502910060,1,1
LMSMPS502910061,1,1
LMSMPS502910064,1,1
LMSMPS502910067,1,1
LMSMPS502910129,1,0
LMSMPS502920015,0,0
LMSMPS502920019,0,0
LMSMPS502920021,0,0
LMSMPS502920023,1,1
LMSMPS502920026,1,1
LMSMPS502920029,1,1
LMSMPS502920074,0,0
LMSMPS502920075,0,0
LMSMPS502920076,0,0
LMSMPS502920077,0,0
LMSMPS502920078,0,0
LMSMPS502920079,1,1
LMSMPS502930012,0,0
LMSMPS502930014,0,0
LMSMPS502930016,0,0
LMSMPS502930018,0,0
LMSMPS502930020,0,0
LMSMPS502930022,0,0
LMSMPS502930024,0,0
LMSMPS502930026,0,0
LMSMPS502930027,0,0
LMSMPS502930028,0,0
LMSMPS502930029,0,0
LMSMPS502930030,0,0
LMSMPS502930031,0,0
LMSMPS502930032,0,0
LMSMPS502930035,0,0
LMSMPS502930037,0,0
LMSMPS502930040,0,0
LMSMPS502930041,0,0
LMSMPS502930043,1,1
LMSMPS502930044,1,1
LMSMPS502930045,1,1
LMSMPS502930048,1,1
LMSMPS502930051,1,1
LMSMPS502930054,1,1
LMSMPS502930057,1,1
LMSMPS502930058,1,1
LMSMPS502930059,1,1
LMSMPS502930061,1,1
LMSMPS502930064,0,0
LMSMPS502930068,1,1
LMSMPS502930073,1,1
LMSMPS502930075,1,1
LMSMPS502930077,1,1
LMSMPS502930080,1,1
LMSMPS502930084,1,1
LMSMPS502930087,1,1
LMSMPS502930090,1,1
LMSMPS502930093,1,1
LMSMPS502940043,0,0
LMSMPS502940046,0,0
LMSMPS502940051,0,0
LMSMPS502940053,0,0
LMSMPS502940055,0,0
LMSMPS502940058,0,0
LMSMPS502940059,0,0
LMSMPS502940060,0,0
LMSMPS502940061,0,0
LMSMPS502940062,0,0
LMSMPS502940063,0,0
LMSMPS502940064,0,0
LMSMPS502940065,0,0
LMSMPS502940066,0,0
LMSMPS502940067,0,0
LMSMPS502940068,1,0
LMSMPS502940073,1,0
LMSMPS502940077,0,0
LMSMPS502940080,0,0
LMSMPS502940083,1,1
LMSMPS502940086,1,1
LMSMPS502940090,1,1
LMSMPS502940098,0,0
LMSMPS502940124,1,1
LMSMPS502940126,1,1
LMSMPS502950069,0,0
LMSMPS502950070,0,0
LMSMPS502950071,0,0
LMSMPS502950072,0,0
LMSMPS502950073,0,0
LMSMPS502950074,0,0
LMSMPS502950077,0,0
LMSMPS502950078,0,0
LMSMPS502950079,0,0
LMSMPS502950080,0,0
LMSMPS502950081,0,0
LMSMPS502950083,0,0
LMSMPS502950085,1,1
LMSMPS502950094,0,0
LMSMPS502950095,0,0
LMSMPS502950097,0,0
LMSMPS502950098,0,0
LMSMPS502950099,1,1
LMSMPS502950104,1,1
LMSMPS502950105,1,1
LMSMPS502950106,1,1
LMSMPS502950109,1,1
LMSMPS502950110,1,1
LMSMPS502950113,1,1
LMSMPS502950116,1,1
LMSMPS502950118,1,1
LMSMPS502950164,1,1
LMSMPS502950167,1,1
LMSMPS502950192,0,0
LMSMPS502960031,0,0
LMSMPS502960032,0,0
LMSMPS502960033,0,0
LMSMPS502960034,0,0
LMSMPS502960035,0,0
LMSMPS502960036,0,0
LMSMPS502960037,0,0
LMSMPS502960040,0,0
LMSMPS502960041,0,0
LMSMPS502960042,0,0
LMSMPS502960043,0,0
LMSMPS502960046,0,0
LMSMPS502960047,0,0
LMSMPS502960049,0,0
LMSMPS502960050,1,1
LMSMPS502960079,0,0
LMSMPS502960081,0,0
LMSMPS502970021,0,0
LMSMPS502970022,0,0
LMSMPS502970023,0,0
LMSMPS502970025,0,0
LMSMPS502970026,0,0
LMSMPS502970027,0,0
LMSMPS502970030,0,0
LMSMPS502970031,0,0
LMSMPS502970033,0,0
LMSMPS502970034,0,0
LMSMPS502970037,1,0
LMSMPS502970039,0,0
LMSMPS502970041,0,0
LMSMPS502970043,0,0
LMSMPS502970044,0,0
LMSMPS502970048,0,0
LMSMPS502970052,1,1
LMSMPS502970055,1,1
LMSMPS502970058,1,1
LMSMPS502970060,1,1
LMSMPS502970061,1,1
LMSMPS502970062,1,1
LMSMPS502970063,1,1
LMSMPS502970066,1,1
LMSMPS502970069,1,1
LMSMPS502970074,1,1
LMSMPS502970080,1,1
LMSMPS502970085,1,1
LMSMPS502970092,1,1
LMSMPS502970096,1,1
LMSMPS502970099,1,1
LMSMPS502970102,1,1
LMSMPS502980016,0,0
LMSMPS502980018,0,0
LMSMPS502980019,0,0
LMSMPS502980020,0,0
LMSMPS502980021,0,0
LMSMPS502980026,0,0
LMSMPS502980030,1,1
LMSMPS502980034,1,1
LMSMPS502980037,1,1
LMSMPS502980041,1,1
LMSMPS502980060,1,0
LMSMPS502990011,0,0
LMSMPS502990013,0,0
LMSMPS502990016,0,0
LMSMPS502990017,0,0
LMSMPS502990019,0,0
LMSMPS502990020,0,0
LMSMPS502990021,0,0
LMSMPS502990026,0,0
LMSMPS502990030,0,0
LMSMPS502990032,0,0
LMSMPS502990036,1,1
LMSMPS502990039,1,1
LMSMPS502990043,1,1
LMSMPS502990046,1,1
LMSMPS502990049,1,1
LMSMPS502990052,1,1
LMSMPS502990055,1,1
LMSMPS502990058,1,1
LMSMPS502990059,1,1
LMSMPS502990061,1,1
LMSMPS502990062,1,1
LMSMPS502990066,1,1
LMSMPS502990068,1,1
LMSMPS503010016,0,0
LMSMPS503010019,0,0
LMSMPS503010023,0,0
LMSMPS503010026,1,1
LMSMPS503010029,1,1
LMSMPS503010032,1,1
LMSMPS503010035,1,1
LMSMPS503010038,1,1
LMSMPS503020023,0,0
LMSMPS503020028,0,0
LMSMPS503020029,0,0
LMSMPS503020032,0,0
LMSMPS503020035,0,0
LMSMPS503020039,0,0
LMSMPS503020040,0,0
LMSMPS503020045,0,0
LMSMPS503020047,0,0
LMSMPS503020051,1,1
LMSMPS503020055,1,1
LMSMPS503020056,1,1
LMSMPS503020059,1,1
LMSMPS503020062,1,1
LMSMPS503020065,1,1
LMSMPS503020068,1,1
LMSMPS503020071,1,0
LMSMPS503020074,1,1
LMSMPS503020077,1,1
LMSMPS503030036,0,0
LMSMPS503030037,0,0
LMSMPS503030038,0,0
LMSMPS503030039,0,0
LMSMPS503030040,0,0
LMSMPS503030042,0,0
